,Name,Gender,letters,name_length,gen_code,encoded_names
5,<SOS>frank<EOS>      ,boy,"['f', 'r', 'a', 'n', 'k']",5,1.0,"[1, 8, 20, 3, 16, 13, 2, 0, 0, 0, 0, 0, 0]"
272,<SOS>clifton<EOS>    ,boy,"['c', 'l', 'i', 'f', 't', 'o', 'n']",7,1.0,"[1, 5, 14, 11, 8, 22, 17, 16, 2, 0, 0, 0, 0]"
3870,<SOS>inga<EOS>       ,girl,"['i', 'n', 'g', 'a']",4,0.0,"[1, 11, 16, 9, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
3669,<SOS>leta<EOS>       ,girl,"['l', 'e', 't', 'a']",4,0.0,"[1, 14, 7, 22, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
548,<SOS>mathias<EOS>    ,boy,"['m', 'a', 't', 'h', 'i', 'a', 's']",7,1.0,"[1, 15, 3, 22, 10, 11, 3, 21, 2, 0, 0, 0, 0]"
4657,<SOS>jetta<EOS>      ,girl,"['j', 'e', 't', 't', 'a']",5,0.0,"[1, 12, 7, 22, 22, 3, 2, 0, 0, 0, 0, 0, 0]"
1722,<SOS>hurbert<EOS>    ,boy,"['h', 'u', 'r', 'b', 'e', 'r', 't']",7,1.0,"[1, 10, 23, 20, 4, 7, 20, 22, 2, 0, 0, 0, 0]"
1494,<SOS>cris<EOS>       ,boy,"['c', 'r', 'i', 's']",4,1.0,"[1, 5, 20, 11, 21, 2, 0, 0, 0, 0, 0, 0, 0]"
6350,<SOS>itzel<EOS>      ,girl,"['i', 't', 'z', 'e', 'l']",5,0.0,"[1, 11, 22, 28, 7, 14, 2, 0, 0, 0, 0, 0, 0]"
2443,<SOS>randolf<EOS>    ,boy,"['r', 'a', 'n', 'd', 'o', 'l', 'f']",7,1.0,"[1, 20, 3, 16, 6, 17, 14, 8, 2, 0, 0, 0, 0]"
3847,<SOS>sula<EOS>       ,girl,"['s', 'u', 'l', 'a']",4,0.0,"[1, 21, 23, 14, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
1189,<SOS>brice<EOS>      ,boy,"['b', 'r', 'i', 'c', 'e']",5,1.0,"[1, 4, 20, 11, 5, 7, 2, 0, 0, 0, 0, 0, 0]"
4203,<SOS>bula<EOS>       ,girl,"['b', 'u', 'l', 'a']",4,0.0,"[1, 4, 23, 14, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
3092,<SOS>jaden<EOS>      ,boy,"['j', 'a', 'd', 'e', 'n']",5,1.0,"[1, 12, 3, 6, 7, 16, 2, 0, 0, 0, 0, 0, 0]"
4375,<SOS>albertha<EOS>   ,girl,"['a', 'l', 'b', 'e', 'r', 't', 'h', 'a']",8,0.0,"[1, 3, 14, 4, 7, 20, 22, 10, 3, 2, 0, 0, 0]"
3352,<SOS>koda<EOS>       ,boy,"['k', 'o', 'd', 'a']",4,1.0,"[1, 13, 17, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
5324,<SOS>randi<EOS>      ,girl,"['r', 'a', 'n', 'd', 'i']",5,0.0,"[1, 20, 3, 16, 6, 11, 2, 0, 0, 0, 0, 0, 0]"
1255,<SOS>vester<EOS>     ,boy,"['v', 'e', 's', 't', 'e', 'r']",6,1.0,"[1, 24, 7, 21, 22, 7, 20, 2, 0, 0, 0, 0, 0]"
94,<SOS>ray<EOS>        ,boy,"['r', 'a', 'y']",3,1.0,"[1, 20, 3, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
3163,<SOS>nash<EOS>       ,boy,"['n', 'a', 's', 'h']",4,1.0,"[1, 16, 3, 21, 10, 2, 0, 0, 0, 0, 0, 0, 0]"
97,<SOS>dan<EOS>        ,boy,"['d', 'a', 'n']",3,1.0,"[1, 6, 3, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
1815,<SOS>eston<EOS>      ,boy,"['e', 's', 't', 'o', 'n']",5,1.0,"[1, 7, 21, 22, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
4294,<SOS>delta<EOS>      ,girl,"['d', 'e', 'l', 't', 'a']",5,0.0,"[1, 6, 7, 14, 22, 3, 2, 0, 0, 0, 0, 0, 0]"
2069,<SOS>levie<EOS>      ,boy,"['l', 'e', 'v', 'i', 'e']",5,1.0,"[1, 14, 7, 24, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
116,<SOS>matthew<EOS>    ,boy,"['m', 'a', 't', 't', 'h', 'e', 'w']",7,1.0,"[1, 15, 3, 22, 22, 10, 7, 25, 2, 0, 0, 0, 0]"
6640,<SOS>yahaira<EOS>    ,girl,"['y', 'a', 'h', 'a', 'i', 'r', 'a']",7,0.0,"[1, 27, 3, 10, 3, 11, 20, 3, 2, 0, 0, 0, 0]"
3738,<SOS>serena<EOS>     ,girl,"['s', 'e', 'r', 'e', 'n', 'a']",6,0.0,"[1, 21, 7, 20, 7, 16, 3, 2, 0, 0, 0, 0, 0]"
5726,<SOS>gillian<EOS>    ,girl,"['g', 'i', 'l', 'l', 'i', 'a', 'n']",7,0.0,"[1, 9, 11, 14, 14, 11, 3, 16, 2, 0, 0, 0, 0]"
4407,<SOS>nanna<EOS>      ,girl,"['n', 'a', 'n', 'n', 'a']",5,0.0,"[1, 16, 3, 16, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
3025,<SOS>storm<EOS>      ,boy,"['s', 't', 'o', 'r', 'm']",5,1.0,"[1, 21, 22, 17, 20, 15, 2, 0, 0, 0, 0, 0, 0]"
3701,<SOS>louvenia<EOS>   ,girl,"['l', 'o', 'u', 'v', 'e', 'n', 'i', 'a']",8,0.0,"[1, 14, 17, 23, 24, 7, 16, 11, 3, 2, 0, 0, 0]"
2254,<SOS>derrell<EOS>    ,boy,"['d', 'e', 'r', 'r', 'e', 'l', 'l']",7,1.0,"[1, 6, 7, 20, 20, 7, 14, 14, 2, 0, 0, 0, 0]"
1471,<SOS>lim<EOS>        ,boy,"['l', 'i', 'm']",3,1.0,"[1, 14, 11, 15, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
3344,<SOS>andon<EOS>      ,boy,"['a', 'n', 'd', 'o', 'n']",5,1.0,"[1, 3, 16, 6, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
6460,<SOS>anahi<EOS>      ,girl,"['a', 'n', 'a', 'h', 'i']",5,0.0,"[1, 3, 16, 3, 10, 11, 2, 0, 0, 0, 0, 0, 0]"
3850,<SOS>adline<EOS>     ,girl,"['a', 'd', 'l', 'i', 'n', 'e']",6,0.0,"[1, 3, 6, 14, 11, 16, 7, 2, 0, 0, 0, 0, 0]"
1197,<SOS>eustace<EOS>    ,boy,"['e', 'u', 's', 't', 'a', 'c', 'e']",7,1.0,"[1, 7, 23, 21, 22, 3, 5, 7, 2, 0, 0, 0, 0]"
3931,<SOS>paralee<EOS>    ,girl,"['p', 'a', 'r', 'a', 'l', 'e', 'e']",7,0.0,"[1, 18, 3, 20, 3, 14, 7, 7, 2, 0, 0, 0, 0]"
5296,<SOS>sherilyn<EOS>   ,girl,"['s', 'h', 'e', 'r', 'i', 'l', 'y', 'n']",8,0.0,"[1, 21, 10, 7, 20, 11, 14, 27, 16, 2, 0, 0, 0]"
2698,<SOS>marcelo<EOS>    ,boy,"['m', 'a', 'r', 'c', 'e', 'l', 'o']",7,1.0,"[1, 15, 3, 20, 5, 7, 14, 17, 2, 0, 0, 0, 0]"
2113,<SOS>gino<EOS>       ,boy,"['g', 'i', 'n', 'o']",4,1.0,"[1, 9, 11, 16, 17, 2, 0, 0, 0, 0, 0, 0, 0]"
4841,<SOS>maureen<EOS>    ,girl,"['m', 'a', 'u', 'r', 'e', 'e', 'n']",7,0.0,"[1, 15, 3, 23, 20, 7, 7, 16, 2, 0, 0, 0, 0]"
6347,<SOS>destiney<EOS>   ,girl,"['d', 'e', 's', 't', 'i', 'n', 'e', 'y']",8,0.0,"[1, 6, 7, 21, 22, 11, 16, 7, 27, 2, 0, 0, 0]"
178,<SOS>wilson<EOS>     ,boy,"['w', 'i', 'l', 's', 'o', 'n']",6,1.0,"[1, 25, 11, 14, 21, 17, 16, 2, 0, 0, 0, 0, 0]"
3388,<SOS>jasiah<EOS>     ,boy,"['j', 'a', 's', 'i', 'a', 'h']",6,1.0,"[1, 12, 3, 21, 11, 3, 10, 2, 0, 0, 0, 0, 0]"
6194,<SOS>jessenia<EOS>   ,girl,"['j', 'e', 's', 's', 'e', 'n', 'i', 'a']",8,0.0,"[1, 12, 7, 21, 21, 7, 16, 11, 3, 2, 0, 0, 0]"
2234,<SOS>dickie<EOS>     ,boy,"['d', 'i', 'c', 'k', 'i', 'e']",6,1.0,"[1, 6, 11, 5, 13, 11, 7, 2, 0, 0, 0, 0, 0]"
5081,<SOS>herlinda<EOS>   ,girl,"['h', 'e', 'r', 'l', 'i', 'n', 'd', 'a']",8,0.0,"[1, 10, 7, 20, 14, 11, 16, 6, 3, 2, 0, 0, 0]"
2152,<SOS>laddie<EOS>     ,boy,"['l', 'a', 'd', 'd', 'i', 'e']",6,1.0,"[1, 14, 3, 6, 6, 11, 7, 2, 0, 0, 0, 0, 0]"
4971,<SOS>arlyne<EOS>     ,girl,"['a', 'r', 'l', 'y', 'n', 'e']",6,0.0,"[1, 3, 20, 14, 27, 16, 7, 2, 0, 0, 0, 0, 0]"
4230,<SOS>chloie<EOS>     ,girl,"['c', 'h', 'l', 'o', 'i', 'e']",6,0.0,"[1, 5, 10, 14, 17, 11, 7, 2, 0, 0, 0, 0, 0]"
3000,<SOS>tevin<EOS>      ,boy,"['t', 'e', 'v', 'i', 'n']",5,1.0,"[1, 22, 7, 24, 11, 16, 2, 0, 0, 0, 0, 0, 0]"
3903,<SOS>eugenie<EOS>    ,girl,"['e', 'u', 'g', 'e', 'n', 'i', 'e']",7,0.0,"[1, 7, 23, 9, 7, 16, 11, 7, 2, 0, 0, 0, 0]"
1735,<SOS>algot<EOS>      ,boy,"['a', 'l', 'g', 'o', 't']",5,1.0,"[1, 3, 14, 9, 17, 22, 2, 0, 0, 0, 0, 0, 0]"
2253,<SOS>darvin<EOS>     ,boy,"['d', 'a', 'r', 'v', 'i', 'n']",6,1.0,"[1, 6, 3, 20, 24, 11, 16, 2, 0, 0, 0, 0, 0]"
1751,<SOS>alba<EOS>       ,boy,"['a', 'l', 'b', 'a']",4,1.0,"[1, 3, 14, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
688,<SOS>butler<EOS>     ,boy,"['b', 'u', 't', 'l', 'e', 'r']",6,1.0,"[1, 4, 23, 22, 14, 7, 20, 2, 0, 0, 0, 0, 0]"
1978,<SOS>verl<EOS>       ,boy,"['v', 'e', 'r', 'l']",4,1.0,"[1, 24, 7, 20, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
1854,<SOS>aloys<EOS>      ,boy,"['a', 'l', 'o', 'y', 's']",5,1.0,"[1, 3, 14, 17, 27, 21, 2, 0, 0, 0, 0, 0, 0]"
4865,<SOS>macel<EOS>      ,girl,"['m', 'a', 'c', 'e', 'l']",5,0.0,"[1, 15, 3, 5, 7, 14, 2, 0, 0, 0, 0, 0, 0]"
3859,<SOS>dove<EOS>       ,girl,"['d', 'o', 'v', 'e']",4,0.0,"[1, 6, 17, 24, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
2015,<SOS>pauline<EOS>    ,boy,"['p', 'a', 'u', 'l', 'i', 'n', 'e']",7,1.0,"[1, 18, 3, 23, 14, 11, 16, 7, 2, 0, 0, 0, 0]"
2397,<SOS>kathleen<EOS>   ,boy,"['k', 'a', 't', 'h', 'l', 'e', 'e', 'n']",8,1.0,"[1, 13, 3, 22, 10, 14, 7, 7, 16, 2, 0, 0, 0]"
1698,<SOS>neely<EOS>      ,boy,"['n', 'e', 'e', 'l', 'y']",5,1.0,"[1, 16, 7, 7, 14, 27, 2, 0, 0, 0, 0, 0, 0]"
6467,<SOS>raegan<EOS>     ,girl,"['r', 'a', 'e', 'g', 'a', 'n']",6,0.0,"[1, 20, 3, 7, 9, 3, 16, 2, 0, 0, 0, 0, 0]"
2824,<SOS>johnpaul<EOS>   ,boy,"['j', 'o', 'h', 'n', 'p', 'a', 'u', 'l']",8,1.0,"[1, 12, 17, 10, 16, 18, 3, 23, 14, 2, 0, 0, 0]"
3011,<SOS>talon<EOS>      ,boy,"['t', 'a', 'l', 'o', 'n']",5,1.0,"[1, 22, 3, 14, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
1066,<SOS>burke<EOS>      ,boy,"['b', 'u', 'r', 'k', 'e']",5,1.0,"[1, 4, 23, 20, 13, 7, 2, 0, 0, 0, 0, 0, 0]"
4036,<SOS>caddie<EOS>     ,girl,"['c', 'a', 'd', 'd', 'i', 'e']",6,0.0,"[1, 5, 3, 6, 6, 11, 7, 2, 0, 0, 0, 0, 0]"
3964,<SOS>clemie<EOS>     ,girl,"['c', 'l', 'e', 'm', 'i', 'e']",6,0.0,"[1, 5, 14, 7, 15, 11, 7, 2, 0, 0, 0, 0, 0]"
6437,<SOS>dania<EOS>      ,girl,"['d', 'a', 'n', 'i', 'a']",5,0.0,"[1, 6, 3, 16, 11, 3, 2, 0, 0, 0, 0, 0, 0]"
4284,<SOS>attie<EOS>      ,girl,"['a', 't', 't', 'i', 'e']",5,0.0,"[1, 3, 22, 22, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
625,<SOS>noel<EOS>       ,boy,"['n', 'o', 'e', 'l']",4,1.0,"[1, 16, 17, 7, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
3379,<SOS>kael<EOS>       ,boy,"['k', 'a', 'e', 'l']",4,1.0,"[1, 13, 3, 7, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
1997,<SOS>welton<EOS>     ,boy,"['w', 'e', 'l', 't', 'o', 'n']",6,1.0,"[1, 25, 7, 14, 22, 17, 16, 2, 0, 0, 0, 0, 0]"
5950,<SOS>hayley<EOS>     ,girl,"['h', 'a', 'y', 'l', 'e', 'y']",6,0.0,"[1, 10, 3, 27, 14, 7, 27, 2, 0, 0, 0, 0, 0]"
6725,<SOS>izabelle<EOS>   ,girl,"['i', 'z', 'a', 'b', 'e', 'l', 'l', 'e']",8,0.0,"[1, 11, 28, 3, 4, 7, 14, 14, 7, 2, 0, 0, 0]"
4045,<SOS>elaine<EOS>     ,girl,"['e', 'l', 'a', 'i', 'n', 'e']",6,0.0,"[1, 7, 14, 3, 11, 16, 7, 2, 0, 0, 0, 0, 0]"
2587,<SOS>heath<EOS>      ,boy,"['h', 'e', 'a', 't', 'h']",5,1.0,"[1, 10, 7, 3, 22, 10, 2, 0, 0, 0, 0, 0, 0]"
6249,<SOS>makayla<EOS>    ,girl,"['m', 'a', 'k', 'a', 'y', 'l', 'a']",7,0.0,"[1, 15, 3, 13, 3, 27, 14, 3, 2, 0, 0, 0, 0]"
3982,<SOS>helma<EOS>      ,girl,"['h', 'e', 'l', 'm', 'a']",5,0.0,"[1, 10, 7, 14, 15, 3, 2, 0, 0, 0, 0, 0, 0]"
6330,<SOS>ivonne<EOS>     ,girl,"['i', 'v', 'o', 'n', 'n', 'e']",6,0.0,"[1, 11, 24, 17, 16, 16, 7, 2, 0, 0, 0, 0, 0]"
4532,<SOS>imo<EOS>        ,girl,"['i', 'm', 'o']",3,0.0,"[1, 11, 15, 17, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
1717,<SOS>burk<EOS>       ,boy,"['b', 'u', 'r', 'k']",4,1.0,"[1, 4, 23, 20, 13, 2, 0, 0, 0, 0, 0, 0, 0]"
2586,<SOS>reginal<EOS>    ,boy,"['r', 'e', 'g', 'i', 'n', 'a', 'l']",7,1.0,"[1, 20, 7, 9, 11, 16, 3, 14, 2, 0, 0, 0, 0]"
5560,<SOS>tania<EOS>      ,girl,"['t', 'a', 'n', 'i', 'a']",5,0.0,"[1, 22, 3, 16, 11, 3, 2, 0, 0, 0, 0, 0, 0]"
2336,<SOS>rickey<EOS>     ,boy,"['r', 'i', 'c', 'k', 'e', 'y']",6,1.0,"[1, 20, 11, 5, 13, 7, 27, 2, 0, 0, 0, 0, 0]"
6587,<SOS>meadow<EOS>     ,girl,"['m', 'e', 'a', 'd', 'o', 'w']",6,0.0,"[1, 15, 7, 3, 6, 17, 25, 2, 0, 0, 0, 0, 0]"
1275,<SOS>eldred<EOS>     ,boy,"['e', 'l', 'd', 'r', 'e', 'd']",6,1.0,"[1, 7, 14, 6, 20, 7, 6, 2, 0, 0, 0, 0, 0]"
4902,<SOS>elenore<EOS>    ,girl,"['e', 'l', 'e', 'n', 'o', 'r', 'e']",7,0.0,"[1, 7, 14, 7, 16, 17, 20, 7, 2, 0, 0, 0, 0]"
6433,<SOS>zaria<EOS>      ,girl,"['z', 'a', 'r', 'i', 'a']",5,0.0,"[1, 28, 3, 20, 11, 3, 2, 0, 0, 0, 0, 0, 0]"
1800,<SOS>hezzie<EOS>     ,boy,"['h', 'e', 'z', 'z', 'i', 'e']",6,1.0,"[1, 10, 7, 28, 28, 11, 7, 2, 0, 0, 0, 0, 0]"
1726,<SOS>olive<EOS>      ,boy,"['o', 'l', 'i', 'v', 'e']",5,1.0,"[1, 17, 14, 11, 24, 7, 2, 0, 0, 0, 0, 0, 0]"
4145,<SOS>delfina<EOS>    ,girl,"['d', 'e', 'l', 'f', 'i', 'n', 'a']",7,0.0,"[1, 6, 7, 14, 8, 11, 16, 3, 2, 0, 0, 0, 0]"
5046,<SOS>felicitas<EOS>  ,girl,"['f', 'e', 'l', 'i', 'c', 'i', 't', 'a', 's']",9,0.0,"[1, 8, 7, 14, 11, 5, 11, 22, 3, 21, 2, 0, 0]"
3464,<SOS>delia<EOS>      ,girl,"['d', 'e', 'l', 'i', 'a']",5,0.0,"[1, 6, 7, 14, 11, 3, 2, 0, 0, 0, 0, 0, 0]"
2825,<SOS>nicklaus<EOS>   ,boy,"['n', 'i', 'c', 'k', 'l', 'a', 'u', 's']",8,1.0,"[1, 16, 11, 5, 13, 14, 3, 23, 21, 2, 0, 0, 0]"
2898,<SOS>jerrad<EOS>     ,boy,"['j', 'e', 'r', 'r', 'a', 'd']",6,1.0,"[1, 12, 7, 20, 20, 3, 6, 2, 0, 0, 0, 0, 0]"
5769,<SOS>raina<EOS>      ,girl,"['r', 'a', 'i', 'n', 'a']",5,0.0,"[1, 20, 3, 11, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
3743,<SOS>celina<EOS>     ,girl,"['c', 'e', 'l', 'i', 'n', 'a']",6,0.0,"[1, 5, 7, 14, 11, 16, 3, 2, 0, 0, 0, 0, 0]"
3834,<SOS>leda<EOS>       ,girl,"['l', 'e', 'd', 'a']",4,0.0,"[1, 14, 7, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
1743,<SOS>ruth<EOS>       ,boy,"['r', 'u', 't', 'h']",4,1.0,"[1, 20, 23, 22, 10, 2, 0, 0, 0, 0, 0, 0, 0]"
5084,<SOS>joretta<EOS>    ,girl,"['j', 'o', 'r', 'e', 't', 't', 'a']",7,0.0,"[1, 12, 17, 20, 7, 22, 22, 3, 2, 0, 0, 0, 0]"
1788,<SOS>floy<EOS>       ,boy,"['f', 'l', 'o', 'y']",4,1.0,"[1, 8, 14, 17, 27, 2, 0, 0, 0, 0, 0, 0, 0]"
633,<SOS>uriah<EOS>      ,boy,"['u', 'r', 'i', 'a', 'h']",5,1.0,"[1, 23, 20, 11, 3, 10, 2, 0, 0, 0, 0, 0, 0]"
14,<SOS>fred<EOS>       ,boy,"['f', 'r', 'e', 'd']",4,1.0,"[1, 8, 20, 7, 6, 2, 0, 0, 0, 0, 0, 0, 0]"
1176,<SOS>wing<EOS>       ,boy,"['w', 'i', 'n', 'g']",4,1.0,"[1, 25, 11, 16, 9, 2, 0, 0, 0, 0, 0, 0, 0]"
3348,<SOS>deacon<EOS>     ,boy,"['d', 'e', 'a', 'c', 'o', 'n']",6,1.0,"[1, 6, 7, 3, 5, 17, 16, 2, 0, 0, 0, 0, 0]"
9,<SOS>robert<EOS>     ,boy,"['r', 'o', 'b', 'e', 'r', 't']",6,1.0,"[1, 20, 17, 4, 7, 20, 22, 2, 0, 0, 0, 0, 0]"
5509,<SOS>gabrielle<EOS>  ,girl,"['g', 'a', 'b', 'r', 'i', 'e', 'l', 'l', 'e']",9,0.0,"[1, 9, 3, 4, 20, 11, 7, 14, 14, 7, 2, 0, 0]"
2610,<SOS>shad<EOS>       ,boy,"['s', 'h', 'a', 'd']",4,1.0,"[1, 21, 10, 3, 6, 2, 0, 0, 0, 0, 0, 0, 0]"
3927,<SOS>neppie<EOS>     ,girl,"['n', 'e', 'p', 'p', 'i', 'e']",6,0.0,"[1, 16, 7, 18, 18, 11, 7, 2, 0, 0, 0, 0, 0]"
3114,<SOS>bryton<EOS>     ,boy,"['b', 'r', 'y', 't', 'o', 'n']",6,1.0,"[1, 4, 20, 27, 22, 17, 16, 2, 0, 0, 0, 0, 0]"
4394,<SOS>genevra<EOS>    ,girl,"['g', 'e', 'n', 'e', 'v', 'r', 'a']",7,0.0,"[1, 9, 7, 16, 7, 24, 20, 3, 2, 0, 0, 0, 0]"
1000,<SOS>brown<EOS>      ,boy,"['b', 'r', 'o', 'w', 'n']",5,1.0,"[1, 4, 20, 17, 25, 16, 2, 0, 0, 0, 0, 0, 0]"
6075,<SOS>falon<EOS>      ,girl,"['f', 'a', 'l', 'o', 'n']",5,0.0,"[1, 8, 3, 14, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
2291,<SOS>carolyn<EOS>    ,boy,"['c', 'a', 'r', 'o', 'l', 'y', 'n']",7,1.0,"[1, 5, 3, 20, 17, 14, 27, 16, 2, 0, 0, 0, 0]"
3652,<SOS>edythe<EOS>     ,girl,"['e', 'd', 'y', 't', 'h', 'e']",6,0.0,"[1, 7, 6, 27, 22, 10, 7, 2, 0, 0, 0, 0, 0]"
6133,<SOS>krysten<EOS>    ,girl,"['k', 'r', 'y', 's', 't', 'e', 'n']",7,0.0,"[1, 13, 20, 27, 21, 22, 7, 16, 2, 0, 0, 0, 0]"
4951,<SOS>marina<EOS>     ,girl,"['m', 'a', 'r', 'i', 'n', 'a']",6,0.0,"[1, 15, 3, 20, 11, 16, 3, 2, 0, 0, 0, 0, 0]"
3317,<SOS>yair<EOS>       ,boy,"['y', 'a', 'i', 'r']",4,1.0,"[1, 27, 3, 11, 20, 2, 0, 0, 0, 0, 0, 0, 0]"
2946,<SOS>conner<EOS>     ,boy,"['c', 'o', 'n', 'n', 'e', 'r']",6,1.0,"[1, 5, 17, 16, 16, 7, 20, 2, 0, 0, 0, 0, 0]"
1765,<SOS>encarnacion<EOS>,boy,"['e', 'n', 'c', 'a', 'r', 'n', 'a', 'c', 'i', 'o', 'n']",11,1.0,"[1, 7, 16, 5, 3, 20, 16, 3, 5, 11, 17, 16, 2]"
269,<SOS>ezra<EOS>       ,boy,"['e', 'z', 'r', 'a']",4,1.0,"[1, 7, 28, 20, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
6346,<SOS>brionna<EOS>    ,girl,"['b', 'r', 'i', 'o', 'n', 'n', 'a']",7,0.0,"[1, 4, 20, 11, 17, 16, 16, 3, 2, 0, 0, 0, 0]"
2404,<SOS>shaun<EOS>      ,boy,"['s', 'h', 'a', 'u', 'n']",5,1.0,"[1, 21, 10, 3, 23, 16, 2, 0, 0, 0, 0, 0, 0]"
167,<SOS>marshall<EOS>   ,boy,"['m', 'a', 'r', 's', 'h', 'a', 'l', 'l']",8,1.0,"[1, 15, 3, 20, 21, 10, 3, 14, 14, 2, 0, 0, 0]"
2635,<SOS>trever<EOS>     ,boy,"['t', 'r', 'e', 'v', 'e', 'r']",6,1.0,"[1, 22, 20, 7, 24, 7, 20, 2, 0, 0, 0, 0, 0]"
1067,<SOS>cap<EOS>        ,boy,"['c', 'a', 'p']",3,1.0,"[1, 5, 3, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
6421,<SOS>daja<EOS>       ,girl,"['d', 'a', 'j', 'a']",4,0.0,"[1, 6, 3, 12, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
5287,<SOS>maribeth<EOS>   ,girl,"['m', 'a', 'r', 'i', 'b', 'e', 't', 'h']",8,0.0,"[1, 15, 3, 20, 11, 4, 7, 22, 10, 2, 0, 0, 0]"
1422,<SOS>shep<EOS>       ,boy,"['s', 'h', 'e', 'p']",4,1.0,"[1, 21, 10, 7, 18, 2, 0, 0, 0, 0, 0, 0, 0]"
2888,<SOS>remington<EOS>  ,boy,"['r', 'e', 'm', 'i', 'n', 'g', 't', 'o', 'n']",9,1.0,"[1, 20, 7, 15, 11, 16, 9, 22, 17, 16, 2, 0, 0]"
2482,<SOS>jace<EOS>       ,boy,"['j', 'a', 'c', 'e']",4,1.0,"[1, 12, 3, 5, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
5791,<SOS>shantel<EOS>    ,girl,"['s', 'h', 'a', 'n', 't', 'e', 'l']",7,0.0,"[1, 21, 10, 3, 16, 22, 7, 14, 2, 0, 0, 0, 0]"
5184,<SOS>mimi<EOS>       ,girl,"['m', 'i', 'm', 'i']",4,0.0,"[1, 15, 11, 15, 11, 2, 0, 0, 0, 0, 0, 0, 0]"
4598,<SOS>signe<EOS>      ,girl,"['s', 'i', 'g', 'n', 'e']",5,0.0,"[1, 21, 11, 9, 16, 7, 2, 0, 0, 0, 0, 0, 0]"
52,<SOS>eugene<EOS>     ,boy,"['e', 'u', 'g', 'e', 'n', 'e']",6,1.0,"[1, 7, 23, 9, 7, 16, 7, 2, 0, 0, 0, 0, 0]"
3537,<SOS>ophelia<EOS>    ,girl,"['o', 'p', 'h', 'e', 'l', 'i', 'a']",7,0.0,"[1, 17, 18, 10, 7, 14, 11, 3, 2, 0, 0, 0, 0]"
5617,<SOS>renata<EOS>     ,girl,"['r', 'e', 'n', 'a', 't', 'a']",6,0.0,"[1, 20, 7, 16, 3, 22, 3, 2, 0, 0, 0, 0, 0]"
3275,<SOS>jakobe<EOS>     ,boy,"['j', 'a', 'k', 'o', 'b', 'e']",6,1.0,"[1, 12, 3, 13, 17, 4, 7, 2, 0, 0, 0, 0, 0]"
1732,<SOS>waldemar<EOS>   ,boy,"['w', 'a', 'l', 'd', 'e', 'm', 'a', 'r']",8,1.0,"[1, 25, 3, 14, 6, 7, 15, 3, 20, 2, 0, 0, 0]"
3865,<SOS>evalyn<EOS>     ,girl,"['e', 'v', 'a', 'l', 'y', 'n']",6,0.0,"[1, 7, 24, 3, 14, 27, 16, 2, 0, 0, 0, 0, 0]"
5563,<SOS>latanya<EOS>    ,girl,"['l', 'a', 't', 'a', 'n', 'y', 'a']",7,0.0,"[1, 14, 3, 22, 3, 16, 27, 3, 2, 0, 0, 0, 0]"
2752,<SOS>jabari<EOS>     ,boy,"['j', 'a', 'b', 'a', 'r', 'i']",6,1.0,"[1, 12, 3, 4, 3, 20, 11, 2, 0, 0, 0, 0, 0]"
3571,<SOS>margie<EOS>     ,girl,"['m', 'a', 'r', 'g', 'i', 'e']",6,0.0,"[1, 15, 3, 20, 9, 11, 7, 2, 0, 0, 0, 0, 0]"
5181,<SOS>janyce<EOS>     ,girl,"['j', 'a', 'n', 'y', 'c', 'e']",6,0.0,"[1, 12, 3, 16, 27, 5, 7, 2, 0, 0, 0, 0, 0]"
5185,<SOS>noreta<EOS>     ,girl,"['n', 'o', 'r', 'e', 't', 'a']",6,0.0,"[1, 16, 17, 20, 7, 22, 3, 2, 0, 0, 0, 0, 0]"
2123,<SOS>arlin<EOS>      ,boy,"['a', 'r', 'l', 'i', 'n']",5,1.0,"[1, 3, 20, 14, 11, 16, 2, 0, 0, 0, 0, 0, 0]"
